Employee Count,Employee ID,Department,Job Role,Gender,Age,Over 18,Marital Status,Education,Education Field,Business Travel,Distance From Home (kms),Job Involvement,Job Level,Job Satisfaction,Hourly Rate (USD),Daily Rate (USD),Monthly Rate (USD),Monthly Income (USD),Salary Hike (%),Stock Option Level,Standard Hours,Over Time,No. of Companies Worked,Total Working Years,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager,Environment Satisfaction,Training Times Last Year,Work Life Balance,Performance Rating,Relationship Satisfaction,Attrition (Yes/No)
1,1860,Research & Development,Laboratory Technician,Male,42,Y,Single,Bachelor,Life Sciences,Travel_Rarely,8,High,1,High,81,1142,13624,3968,13,0,80,No,4,8,0,0,0,0,Very High,3,Better,Excellent,Very High,No
1,1862,Sales,Sales Executive,Male,32,Y,Single,Master,Marketing,Travel_Rarely,2,Medium,2,Medium,82,414,26186,9907,12,0,80,Yes,7,7,2,2,2,2,High,3,Good,Excellent,High,Yes
1,1863,Sales,Sales Executive,Female,46,Y,Divorced,Bachelor,Technical Degree,Travel_Rarely,3,Very High,4,Low,45,1319,7739,13225,12,1,80,No,2,25,19,17,2,8,Low,5,Better,Excellent,Very High,No
1,1864,Sales,Sales Representative,Female,27,Y,Married,Below College,Medical,Travel_Rarely,23,Medium,2,High,36,728,7018,3540,21,1,80,No,1,9,9,8,5,8,Medium,5,Better,Outstanding,Very High,No
1,1865,Human Resources,Human Resources,Male,29,Y,Married,Below College,Medical,Travel_Rarely,6,Medium,1,Medium,87,352,15434,2804,11,0,80,No,1,1,1,0,0,0,Very High,3,Better,Excellent,Very High,No
1,1866,Research & Development,Manager,Female,43,Y,Married,Bachelor,Medical,Travel_Rarely,6,Medium,5,High,81,823,22539,19392,13,0,80,No,7,21,16,12,6,14,Low,2,Better,Excellent,Very High,No
1,1867,Research & Development,Research Director,Male,48,Y,Married,Bachelor,Life Sciences,Travel_Rarely,10,Medium,5,Medium,91,1224,13583,19665,12,0,80,No,4,29,22,10,12,9,Very High,3,Better,Excellent,Very High,No
1,1868,Research & Development,Research Scientist,Male,29,Y,Single,College,Life Sciences,Travel_Frequently,24,Medium,1,Very High,73,459,14753,2439,24,0,80,Yes,1,1,1,0,1,0,Very High,3,Good,Outstanding,Medium,Yes
1,1869,Sales,Sales Executive,Female,46,Y,Married,Bachelor,Life Sciences,Travel_Rarely,10,High,3,Medium,64,1254,14011,7314,21,3,80,No,5,14,8,7,0,7,High,2,Better,Outstanding,High,Yes
1,1870,Research & Development,Research Scientist,Female,27,Y,Married,Bachelor,Life Sciences,Travel_Frequently,15,Medium,1,Low,77,1131,23844,4774,19,1,80,No,0,8,7,6,7,3,Very High,2,Good,Excellent,Very High,No
1,1871,Research & Development,Research Scientist,Male,39,Y,Divorced,Master,Other,Travel_Rarely,19,High,2,Very High,41,835,5141,3902,14,3,80,No,8,7,2,2,2,2,Very High,2,Better,Excellent,Medium,No
1,1873,Research & Development,Research Scientist,Male,55,Y,Married,Master,Technical Degree,Travel_Rarely,2,Medium,1,Very High,98,836,7975,2662,20,1,80,No,8,19,5,2,0,4,Medium,2,Best,Outstanding,Medium,No
1,1875,Sales,Sales Representative,Female,28,Y,Married,Bachelor,Medical,Travel_Rarely,3,High,1,Medium,78,1172,3692,2856,19,1,80,No,1,1,1,0,0,0,Medium,3,Better,Excellent,Very High,No
1,1876,Sales,Sales Representative,Male,30,Y,Single,Bachelor,Medical,Travel_Rarely,9,High,1,Very High,89,945,16019,1081,13,0,80,No,1,1,1,0,0,0,Medium,3,Good,Excellent,High,Yes
1,1878,Research & Development,Research Scientist,Male,22,Y,Single,Below College,Life Sciences,Travel_Rarely,7,High,1,Medium,75,391,26092,2472,23,0,80,Yes,1,1,1,0,0,0,Very High,2,Better,Outstanding,Low,Yes
1,1880,Sales,Sales Executive,Female,36,Y,Married,Master,Technical Degree,Travel_Rarely,10,Medium,2,High,63,1266,6060,5673,13,1,80,Yes,1,10,10,9,1,7,Medium,4,Better,Excellent,Low,No
1,1881,Research & Development,Laboratory Technician,Male,31,Y,Divorced,Bachelor,Life Sciences,Travel_Rarely,20,High,2,High,89,311,18624,4197,11,1,80,No,1,10,10,8,0,2,Medium,2,Better,Excellent,Low,No
1,1882,Sales,Sales Executive,Male,34,Y,Married,Bachelor,Life Sciences,Travel_Rarely,4,High,3,Very High,64,1480,24444,9713,13,3,80,Yes,2,9,5,3,1,0,High,3,Better,Excellent,Very High,No
1,1883,Research & Development,Laboratory Technician,Male,29,Y,Single,Bachelor,Life Sciences,Travel_Rarely,7,High,1,Low,59,592,19384,2062,14,0,80,No,3,11,3,2,1,2,Very High,2,Better,Excellent,Medium,No
1,1885,Research & Development,Research Scientist,Male,37,Y,Married,Master,Medical,Travel_Rarely,7,High,2,Low,78,783,13588,4284,22,1,80,Yes,5,16,5,3,0,4,Very High,2,Better,Outstanding,High,No
1,1886,Research & Development,Manufacturing Director,Female,35,Y,Married,College,Other,Travel_Rarely,16,Medium,2,Medium,44,219,25388,4788,11,0,80,Yes,0,4,3,2,0,2,Very High,2,Better,Excellent,Very High,No
1,1888,Research & Development,Manufacturing Director,Female,45,Y,Married,College,Life Sciences,Travel_Rarely,25,Medium,2,Very High,93,556,23888,5906,13,2,80,No,0,10,9,8,3,8,Medium,2,Good,Excellent,Very High,No
1,1890,Human Resources,Human Resources,Male,36,Y,Single,Below College,Human Resources,Travel_Frequently,2,Medium,2,Very High,94,1213,4223,3886,21,0,80,No,1,10,10,1,0,8,Medium,2,Good,Outstanding,Very High,No
1,1892,Research & Development,Manager,Male,40,Y,Divorced,Master,Life Sciences,Travel_Rarely,1,High,4,Low,98,1137,18991,16823,11,1,80,No,2,22,19,7,11,16,Low,3,Better,Excellent,Low,No
1,1893,Research & Development,Research Scientist,Female,26,Y,Married,College,Life Sciences,Travel_Rarely,1,Medium,1,High,90,482,14908,2933,13,1,80,Yes,1,1,1,0,1,0,Medium,3,Good,Excellent,High,No
1,1898,Sales,Sales Executive,Female,27,Y,Single,College,Medical,Travel_Rarely,2,Very High,2,High,89,511,26997,6500,14,0,80,No,0,9,8,7,0,7,Low,5,Good,Excellent,Medium,No
1,1900,Research & Development,Manager,Female,48,Y,Divorced,Bachelor,Medical,Travel_Frequently,22,High,4,Very High,58,117,2437,17174,11,1,80,No,3,24,22,17,4,7,Very High,3,Better,Excellent,Medium,No
1,1903,Research & Development,Healthcare Representative,Male,44,Y,Married,Master,Life Sciences,Travel_Rarely,1,Very High,2,Low,78,170,9364,5033,15,1,80,No,2,10,2,0,2,2,Medium,5,Better,Excellent,Very High,No
1,1905,Research & Development,Research Scientist,Male,34,Y,Married,Master,Technical Degree,Non-Travel,16,Low,1,Low,85,967,14460,2307,23,1,80,Yes,1,5,5,2,3,0,Very High,2,Better,Outstanding,Medium,Yes
1,1907,Research & Development,Laboratory Technician,Male,56,Y,Single,College,Life Sciences,Travel_Rarely,24,High,1,Very High,97,1162,10261,2587,16,0,80,No,1,5,4,2,1,0,Low,3,Better,Excellent,Very High,Yes
1,1908,Sales,Sales Executive,Male,36,Y,Married,College,Marketing,Travel_Rarely,17,Medium,2,Medium,33,335,16822,5507,16,2,80,No,2,12,4,2,1,3,High,1,Bad,Excellent,High,No
1,1909,Sales,Sales Executive,Female,41,Y,Married,Bachelor,Marketing,Travel_Rarely,8,High,2,Medium,54,337,26841,4393,21,1,80,No,5,14,5,4,1,4,High,3,Better,Outstanding,High,No
1,1911,Research & Development,Research Director,Male,42,Y,Married,Bachelor,Medical,Travel_Rarely,6,High,3,Low,83,1396,14842,13348,13,1,80,No,9,18,13,7,5,7,High,3,Best,Excellent,Medium,No
1,1912,Sales,Sales Executive,Female,31,Y,Divorced,College,Medical,Travel_Rarely,10,High,2,Very High,86,1079,20115,6583,11,1,80,Yes,2,8,5,2,1,4,High,2,Better,Excellent,Very High,No
1,1915,Sales,Sales Executive,Female,34,Y,Married,Below College,Medical,Travel_Rarely,3,Medium,2,Very High,75,735,16495,8103,12,0,80,Yes,3,9,4,2,0,1,Very High,3,Good,Excellent,High,No
1,1916,Research & Development,Laboratory Technician,Female,31,Y,Divorced,Bachelor,Medical,Travel_Rarely,4,Very High,1,High,62,471,16031,3978,12,1,80,No,8,4,2,2,2,2,Low,0,Good,Excellent,Medium,No
1,1918,Research & Development,Laboratory Technician,Male,26,Y,Married,Bachelor,Other,Travel_Frequently,6,Very High,1,Very High,61,1096,7102,2544,18,1,80,No,0,8,7,7,7,7,High,3,Better,Excellent,Low,No
1,1922,Research & Development,Healthcare Representative,Male,45,Y,Single,Master,Medical,Travel_Frequently,1,High,2,High,44,1297,14511,5399,12,0,80,No,4,12,4,2,0,3,Medium,3,Better,Excellent,High,No
1,1924,Sales,Sales Executive,Male,33,Y,Single,Master,Marketing,Travel_Rarely,10,High,2,High,43,217,10410,5487,14,0,80,No,1,10,10,4,0,9,Medium,2,Good,Excellent,Medium,No
1,1927,Sales,Sales Executive,Male,28,Y,Married,College,Life Sciences,Travel_Frequently,1,Medium,2,Very High,42,783,19255,6834,12,1,80,Yes,1,7,7,7,0,7,High,2,Better,Excellent,High,No
1,1928,Sales,Sales Representative,Male,29,Y,Single,Bachelor,Technical Degree,Travel_Frequently,24,Very High,1,Low,45,746,10642,1091,17,0,80,No,1,1,1,0,0,0,High,3,Better,Excellent,Very High,Yes
1,1929,Sales,Sales Executive,Female,39,Y,Married,Master,Life Sciences,Non-Travel,21,Low,2,High,32,1251,3987,5736,19,1,80,No,6,10,3,2,1,2,Low,1,Better,Excellent,High,No
1,1931,Research & Development,Research Scientist,Male,27,Y,Married,Master,Technical Degree,Travel_Rarely,2,High,1,Medium,41,1354,6073,2226,11,1,80,No,1,6,5,3,1,2,Medium,3,Good,Excellent,High,No
1,1932,Research & Development,Research Scientist,Male,34,Y,Married,Master,Other,Travel_Frequently,22,Medium,2,Very High,86,735,26496,5747,15,0,80,Yes,1,16,15,10,6,11,High,3,Better,Excellent,Medium,No
1,1933,Sales,Sales Executive,Female,28,Y,Single,College,Marketing,Travel_Rarely,13,High,2,High,84,1475,23352,9854,11,0,80,Yes,3,6,2,0,2,2,Very High,0,Better,Excellent,Very High,Yes
1,1934,Research & Development,Research Scientist,Male,47,Y,Married,Master,Technical Degree,Non-Travel,14,High,2,Medium,64,1169,2125,5467,18,1,80,No,8,16,8,7,1,7,High,4,Best,Excellent,High,No
1,1935,Sales,Sales Executive,Female,56,Y,Married,Doctor,Marketing,Travel_Rarely,11,Medium,2,Low,89,1443,20328,5380,16,1,80,No,4,6,0,0,0,0,Very High,3,Better,Excellent,High,No
1,1936,Research & Development,Manufacturing Director,Male,39,Y,Married,College,Medical,Travel_Rarely,9,High,2,Low,87,867,12315,5151,25,1,80,No,1,10,10,0,7,9,Low,3,Better,Outstanding,Very High,No
1,1937,Research & Development,Research Scientist,Female,38,Y,Divorced,Bachelor,Medical,Travel_Frequently,8,Medium,2,Medium,58,1394,18115,2133,16,1,80,Yes,1,20,20,11,0,7,Very High,3,Better,Excellent,High,No
1,1938,Sales,Manager,Female,58,Y,Married,Bachelor,Life Sciences,Travel_Rarely,21,High,4,Very High,72,605,11761,17875,13,1,80,Yes,4,29,1,0,0,0,Very High,2,Good,Excellent,High,No
1,1939,Research & Development,Research Scientist,Female,32,Y,Single,College,Life Sciences,Travel_Frequently,5,Very High,1,High,47,238,15318,2432,14,0,80,Yes,3,8,4,1,0,3,Low,2,Better,Excellent,Low,Yes
1,1940,Research & Development,Research Scientist,Male,38,Y,Divorced,College,Life Sciences,Travel_Rarely,9,High,1,Very High,71,1206,14293,4771,19,2,80,No,2,10,5,2,0,3,Medium,0,Best,Excellent,Very High,No
1,1941,Research & Development,Research Director,Male,49,Y,Married,Below College,Life Sciences,Travel_Frequently,2,High,5,Very High,42,1064,13738,19161,15,0,80,No,3,28,5,4,4,3,Medium,3,Better,Excellent,Very High,No
1,1943,Sales,Sales Executive,Male,42,Y,Divorced,Master,Marketing,Travel_Rarely,12,High,2,Very High,77,419,2900,5087,12,2,80,Yes,3,14,0,0,0,0,Medium,4,Better,Excellent,High,No
1,1944,Human Resources,Human Resources,Female,27,Y,Married,Bachelor,Human Resources,Travel_Frequently,22,Medium,1,Medium,58,1337,19555,2863,12,0,80,No,1,1,1,0,0,0,Low,2,Better,Excellent,Low,Yes
1,1945,Sales,Sales Executive,Male,35,Y,Married,Master,Medical,Travel_Rarely,18,High,2,Low,71,682,15975,5561,16,1,80,No,0,6,5,3,0,4,Medium,2,Bad,Excellent,Very High,No
1,1947,Research & Development,Research Scientist,Male,28,Y,Single,Bachelor,Medical,Non-Travel,16,High,1,High,49,1103,2122,2144,14,0,80,No,1,5,5,3,1,4,High,3,Good,Excellent,High,No
1,1948,Research & Development,Research Scientist,Male,31,Y,Divorced,College,Medical,Non-Travel,3,High,1,Low,48,976,3995,3065,13,1,80,Yes,1,4,4,2,2,3,High,3,Best,Excellent,Very High,No
1,1949,Research & Development,Laboratory Technician,Male,36,Y,Married,Master,Life Sciences,Non-Travel,9,Very High,1,Medium,66,1351,9238,2810,22,0,80,No,1,5,5,4,0,2,Low,3,Better,Outstanding,Medium,No
1,1950,Sales,Sales Executive,Male,34,Y,Single,Bachelor,Marketing,Travel_Rarely,1,High,3,Very High,32,937,6770,9888,21,0,80,No,1,14,14,8,2,1,Low,3,Good,Outstanding,Low,No
1,1951,Sales,Sales Executive,Male,34,Y,Divorced,Master,Medical,Travel_Rarely,13,High,3,High,39,1239,22914,8628,18,1,80,No,1,9,8,7,1,1,Very High,2,Good,Excellent,High,No
1,1952,Research & Development,Laboratory Technician,Male,26,Y,Single,Bachelor,Medical,Travel_Rarely,1,High,1,Low,95,157,20006,2867,13,0,80,No,0,8,7,7,7,6,High,6,Good,Excellent,Very High,No
1,1954,Research & Development,Healthcare Representative,Male,29,Y,Married,Bachelor,Life Sciences,Travel_Rarely,1,High,2,Low,89,136,6225,5373,12,1,80,No,0,6,5,3,0,2,Low,5,Good,Excellent,Low,No
1,1955,Research & Development,Healthcare Representative,Female,32,Y,Divorced,Master,Medical,Non-Travel,15,High,2,Very High,34,1146,16542,6667,18,1,80,No,5,9,5,1,1,2,High,6,Better,Excellent,Medium,No
1,1956,Research & Development,Research Scientist,Male,31,Y,Married,Bachelor,Life Sciences,Travel_Frequently,1,Low,2,Low,48,1125,5771,5003,21,0,80,No,1,10,10,8,8,7,Very High,6,Better,Outstanding,Medium,No
1,1960,Research & Development,Laboratory Technician,Male,28,Y,Divorced,Bachelor,Technical Degree,Travel_Rarely,17,Medium,1,Very High,32,1404,18779,2367,12,1,80,No,5,6,4,1,0,3,High,2,Good,Excellent,Low,Yes
1,1961,Sales,Sales Representative,Male,38,Y,Single,Bachelor,Life Sciences,Travel_Rarely,1,Medium,1,Low,59,1404,11473,2858,14,0,80,No,4,20,1,0,0,0,Low,3,Good,Excellent,Low,No
1,1962,Sales,Sales Executive,Female,35,Y,Married,Master,Life Sciences,Travel_Rarely,7,High,2,Very High,55,1224,13586,5204,11,0,80,Yes,1,10,10,8,0,9,High,2,Better,Excellent,Very High,No
1,1965,Sales,Sales Executive,Male,27,Y,Single,Bachelor,Marketing,Travel_Rarely,9,High,2,Very High,44,954,5099,4105,14,0,80,No,1,7,7,7,0,7,Very High,5,Better,Excellent,Low,No
1,1966,Research & Development,Manufacturing Director,Male,32,Y,Single,Master,Life Sciences,Travel_Rarely,5,Medium,2,Very High,56,1373,10138,9679,24,0,80,No,8,8,1,0,0,0,Very High,1,Better,Outstanding,Medium,No
1,1967,Sales,Sales Executive,Male,31,Y,Married,Master,Marketing,Travel_Frequently,26,High,2,Very High,63,754,21075,5617,11,0,80,Yes,1,10,10,7,0,8,Low,4,Better,Excellent,High,Yes
1,1968,Sales,Sales Executive,Male,53,Y,Single,Master,Life Sciences,Travel_Rarely,24,High,3,Low,66,1168,5843,10448,13,0,80,Yes,6,15,2,2,2,2,Low,2,Good,Excellent,Medium,Yes
1,1969,Research & Development,Research Scientist,Female,54,Y,Married,College,Life Sciences,Travel_Rarely,9,High,2,High,67,155,22474,2897,11,2,80,No,3,9,4,3,2,3,Low,6,Good,Excellent,High,No
1,1970,Research & Development,Healthcare Representative,Male,33,Y,Divorced,College,Life Sciences,Travel_Frequently,7,High,2,High,36,1303,18079,5968,20,3,80,No,1,9,9,7,2,8,Very High,2,Better,Outstanding,High,No
1,1971,Research & Development,Healthcare Representative,Male,43,Y,Married,Bachelor,Life Sciences,Travel_Rarely,11,High,3,High,30,574,16873,7510,17,1,80,No,1,10,10,9,0,9,Low,1,Better,Excellent,Medium,No
1,1972,Human Resources,Human Resources,Male,38,Y,Married,Master,Other,Travel_Frequently,1,High,1,Medium,88,1444,5224,2991,11,1,80,Yes,0,7,6,2,1,2,Very High,2,Better,Excellent,Medium,No
1,1973,Human Resources,Manager,Male,55,Y,Married,Master,Human Resources,Travel_Rarely,26,Very High,5,Medium,71,189,25811,19636,18,1,80,Yes,4,35,10,9,1,4,High,0,Better,Excellent,Low,No
1,1974,Research & Development,Laboratory Technician,Female,31,Y,Divorced,Below College,Medical,Travel_Rarely,2,Low,1,Very High,59,1276,17536,1129,11,3,80,Yes,1,1,1,0,0,0,Very High,4,Better,Excellent,High,No
1,1975,Sales,Sales Executive,Male,39,Y,Single,Master,Marketing,Travel_Rarely,15,High,4,Low,77,119,25098,13341,12,0,80,No,0,21,20,8,11,10,Medium,3,Better,Excellent,Low,No
1,1976,Research & Development,Research Scientist,Male,42,Y,Single,College,Life Sciences,Non-Travel,23,Medium,2,High,37,335,14811,4332,12,0,80,No,1,20,20,9,3,7,Very High,2,Better,Excellent,Very High,No
1,1979,Research & Development,Research Director,Female,31,Y,Married,Bachelor,Medical,Non-Travel,10,High,3,High,40,697,26862,11031,20,1,80,No,4,13,11,7,4,8,High,2,Best,Outstanding,High,No
1,1980,Research & Development,Manufacturing Director,Female,54,Y,Single,Bachelor,Medical,Travel_Rarely,10,High,2,Low,77,157,25198,4440,19,0,80,Yes,6,9,5,2,1,4,High,3,Better,Excellent,Very High,No
1,1981,Research & Development,Healthcare Representative,Male,24,Y,Single,College,Life Sciences,Travel_Rarely,1,Medium,2,High,45,771,14120,4617,12,0,80,No,1,4,4,3,1,2,Medium,2,Good,Excellent,Medium,No
1,1982,Research & Development,Laboratory Technician,Male,23,Y,Single,College,Other,Travel_Rarely,12,High,1,Very High,78,571,13672,2647,13,0,80,No,1,5,5,2,1,4,Very High,6,Best,Excellent,High,No
1,1985,Research & Development,Laboratory Technician,Female,40,Y,Married,Bachelor,Technical Degree,Travel_Frequently,11,High,2,High,73,692,26849,6323,11,1,80,No,1,10,10,9,9,4,Very High,2,Best,Excellent,Low,No
1,1986,Sales,Sales Executive,Female,40,Y,Married,College,Marketing,Travel_Rarely,2,High,2,Medium,92,444,4258,5677,14,1,80,No,3,15,11,8,5,10,Medium,4,Better,Excellent,High,No
1,1987,Human Resources,Human Resources,Female,25,Y,Married,Bachelor,Human Resources,Travel_Rarely,2,High,1,Medium,82,309,19655,2187,14,0,80,No,4,6,2,0,1,2,High,3,Better,Excellent,High,No
1,1989,Research & Development,Laboratory Technician,Male,30,Y,Married,College,Medical,Travel_Rarely,1,High,1,Medium,76,911,4077,3748,13,0,80,No,1,12,12,8,1,7,Very High,6,Good,Excellent,High,No
1,1992,Research & Development,Laboratory Technician,Male,25,Y,Divorced,Below College,Other,Travel_Rarely,2,High,1,High,57,977,7298,3977,19,1,80,Yes,6,7,2,2,0,2,Very High,2,Good,Excellent,High,No
1,1993,Research & Development,Healthcare Representative,Male,47,Y,Single,Bachelor,Medical,Travel_Rarely,25,High,3,High,84,1180,13084,8633,23,0,80,No,2,25,17,14,12,11,Low,3,Better,Outstanding,Medium,No
1,1994,Research & Development,Laboratory Technician,Male,33,Y,Divorced,College,Medical,Non-Travel,1,Medium,1,High,59,1313,20439,2008,12,3,80,No,1,1,1,1,0,0,Medium,2,Good,Excellent,High,No
1,1995,Sales,Sales Executive,Male,38,Y,Married,Master,Life Sciences,Travel_Rarely,1,High,2,Medium,86,1321,7636,4440,15,2,80,No,0,16,15,13,5,8,Very High,3,Better,Excellent,Low,No
1,1996,Sales,Sales Representative,Male,31,Y,Married,College,Life Sciences,Travel_Rarely,2,High,1,High,54,1154,6393,3067,19,1,80,No,0,3,2,2,1,2,Low,1,Better,Excellent,High,No
1,1997,Research & Development,Manufacturing Director,Male,38,Y,Married,Master,Life Sciences,Travel_Frequently,6,Medium,2,High,72,508,14284,5321,11,1,80,No,2,10,8,3,7,7,Low,1,Better,Excellent,Very High,No
1,1998,Research & Development,Research Scientist,Male,42,Y,Divorced,Master,Life Sciences,Travel_Rarely,18,High,2,Low,35,557,11189,5410,17,1,80,Yes,6,9,4,3,1,2,Very High,3,Good,Excellent,High,No
1,1999,Research & Development,Research Scientist,Male,41,Y,Married,Bachelor,Life Sciences,Travel_Rarely,1,High,1,Very High,76,642,21412,2782,22,1,80,No,3,12,5,3,1,0,Very High,3,Better,Outstanding,Low,No
1,2000,Research & Development,Research Director,Female,47,Y,Married,Below College,Medical,Non-Travel,1,High,3,Medium,98,1162,17231,11957,18,2,80,No,0,14,13,8,5,12,High,3,Bad,Excellent,Low,No
1,2003,Research & Development,Laboratory Technician,Male,35,Y,Married,Master,Medical,Travel_Rarely,11,High,1,High,43,1490,20232,2660,11,1,80,Yes,7,5,2,2,2,2,Very High,3,Better,Excellent,High,No
1,2007,Research & Development,Research Scientist,Male,22,Y,Single,College,Life Sciences,Travel_Rarely,1,High,1,High,63,581,17624,3375,12,0,80,No,0,4,3,2,1,2,Very High,2,Best,Excellent,Very High,No
1,2008,Research & Development,Research Scientist,Male,35,Y,Single,Master,Medical,Travel_Rarely,9,High,2,High,48,1395,18698,5098,19,0,80,No,1,10,10,7,0,8,Medium,5,Better,Excellent,Medium,No
1,2009,Research & Development,Healthcare Representative,Female,33,Y,Married,College,Medical,Travel_Rarely,15,High,2,Very High,95,501,21653,4878,13,1,80,Yes,0,10,9,7,8,1,Medium,6,Better,Excellent,Low,No
1,2010,Research & Development,Laboratory Technician,Female,32,Y,Single,Master,Life Sciences,Travel_Rarely,29,Medium,1,Medium,49,267,15919,2837,13,0,80,No,1,6,6,2,4,1,High,3,Better,Excellent,High,No
1,2012,Research & Development,Laboratory Technician,Male,40,Y,Married,Master,Life Sciences,Travel_Rarely,1,High,1,Very High,83,543,4060,2406,19,2,80,No,8,8,1,0,0,0,Low,3,Good,Excellent,High,No
1,2013,Sales,Sales Representative,Male,32,Y,Married,Master,Medical,Travel_Rarely,1,Medium,1,Medium,68,234,18024,2269,14,1,80,No,0,3,2,2,2,2,Medium,2,Better,Excellent,Medium,No
1,2014,Research & Development,Research Scientist,Male,39,Y,Single,Below College,Life Sciences,Travel_Rarely,24,High,2,Very High,52,116,5340,4108,13,0,80,No,7,18,7,7,1,7,Low,2,Better,Excellent,Low,No
1,2015,Research & Development,Research Director,Female,38,Y,Married,Bachelor,Medical,Travel_Rarely,10,Low,3,High,99,201,3376,13206,12,1,80,No,3,20,18,16,1,11,Medium,3,Better,Excellent,Low,No
1,2016,Sales,Sales Executive,Female,32,Y,Married,Master,Marketing,Travel_Rarely,1,High,3,Very High,48,801,24032,10422,19,2,80,No,1,14,14,10,5,7,High,3,Better,Excellent,High,No
1,2017,Research & Development,Research Director,Female,37,Y,Married,Bachelor,Life Sciences,Travel_Rarely,10,Very High,3,Very High,42,161,15471,13744,25,1,80,Yes,1,16,16,11,6,8,High,2,Better,Outstanding,Low,No
1,2018,Sales,Sales Executive,Female,25,Y,Divorced,College,Other,Travel_Rarely,8,High,2,High,85,1382,13684,4907,22,1,80,Yes,0,6,5,3,0,4,Low,3,Good,Outstanding,Medium,No
